	SV CODE	SV EXPERIMENT CODE	SV EXPERIMENT QA STATUS	SV EXPERIMENT SNR	SV EXPERIMENT WBW	SV IS A VALID EXPERIMENT?	SV IS A VALID VOXEL?
et2024 	svs000 	idf0000 	NA 	89.51 	5.12 	YES 	YES 	et2024 	svs000 	idf0000 	0 	89.51 	5.12 	0 	0
et2188 	svs000 	idf0000 	NA 	24.15 	5.49 	YES 	YES 	et2188 	svs000 	idf0000 	0 	24.15 	5.49 	0 	0
et2189 	svs000 	idf0000 	NA 	98.53 	4.27 	YES 	YES 	et2189 	svs000 	idf0000 	0 	98.53 	4.27 	0 	0
et2189 	svs000 	idf0001 	NA 	30.73 	4.27 	YES 	YES 	et2189 	svs000 	idf0001 	0 	30.73 	4.27 	0 	0
et2190 	svs000 	idf0000 	NA 	80.16 	4.88 	YES 	YES 	et2190 	svs000 	idf0000 	0 	80.16 	4.88 	0 	0
et2191 	svs000 	idf0000 	NA 	260.09 	5.49 	YES 	YES 	et2191 	svs000 	idf0000 	0 	260.09 	5.49 	0 	0
et2193 	svs000 	idf0000 	NA 	146.04 	3.66 	YES 	YES 	et2193 	svs000 	idf0000 	0 	146.04 	3.66 	0 	0
et2195 	svs000 	idf0001 	NA 	200.23 	3.05 	YES 	YES 	et2195 	svs000 	idf0001 	0 	200.23 	3.05 	0 	0
et2196 	svs000 	idf0000 	NA 	24.2 	3.9 	YES 	YES 	et2196 	svs000 	idf0000 	0 	24.2 	3.9 	0 	0
et2196 	svs000 	idf0001 	NA 	24.2 	3.9 	YES 	YES 	et2196 	svs000 	idf0001 	0 	24.2 	3.9 	0 	0
et2196 	svs000 	idf0004 	NA 	21.2 	3.66 	YES 	YES 	et2196 	svs000 	idf0004 	0 	21.2 	3.66 	0 	0
et2197 	svs000 	idf0000 	NA 	41.5 	2.68 	YES 	YES 	et2197 	svs000 	idf0000 	0 	41.5 	2.68 	0 	0
et2197 	svs000 	idf0001 	NA 	11 	2.68 	YES 	YES 	et2197 	svs000 	idf0001 	0 	11.0 	2.68 	0 	0
et2198 	svs000 	idf0001 	NA 	138 	3.17 	YES 	YES 	et2198 	svs000 	idf0001 	0 	138.0 	3.17 	0 	0
et2198 	svs000 	idf0002 	NA 	24.3 	3.17 	YES 	YES 	et2198 	svs000 	idf0002 	0 	24.3 	3.17 	0 	0
et2199 	svs000 	idf0000 	NA 	5.17 	2.19 	YES 	YES 	et2199 	svs000 	idf0000 	0 	5.17 	2.19 	0 	0
et2199 	svs000 	idf0001 	NA 	46 	2.44 	YES 	YES 	et2199 	svs000 	idf0001 	0 	46.0 	2.44 	0 	0
et2200 	svs000 	idf0000 	NA 	62.1 	1.95 	YES 	YES 	et2200 	svs000 	idf0000 	0 	62.1 	1.95 	0 	0
et2200 	svs000 	idf0001 	NA 	30.6 	1.95 	YES 	YES 	et2200 	svs000 	idf0001 	0 	30.6 	1.95 	0 	0
et2201 	svs000 	idf0000 	NA 	0 	0 	YES 	YES 	et2201 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
et2201 	svs000 	idf0001 	NA 	0 	0 	YES 	YES 	et2201 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
et2202 	svs000 	idf0000 	NA 	0 	0 	YES 	YES 	et2202 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
et2202 	svs000 	idf0001 	NA 	0 	0 	YES 	YES 	et2202 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
et2203 	svs000 	idf0000 	NA 	32.88 	2.44 	YES 	YES 	et2203 	svs000 	idf0000 	0 	32.88 	2.44 	0 	0
et2203 	svs000 	idf0001 	NA 	25.7 	2.44 	YES 	YES 	et2203 	svs000 	idf0001 	0 	25.7 	2.44 	0 	0
et2204 	svs000 	idf0000 	NA 	29.6 	5.85 	YES 	YES 	et2204 	svs000 	idf0000 	0 	29.6 	5.85 	0 	0
et2204 	svs000 	idf0001 	NA 	29.6 	5.85 	YES 	YES 	et2204 	svs000 	idf0001 	0 	29.6 	5.85 	0 	0
et2205 	svs000 	idf0000 	NA 	51.5 	5.12 	YES 	YES 	et2205 	svs000 	idf0000 	0 	51.5 	5.12 	0 	0
et2205 	svs000 	idf0001 	NA 	50 	4.14 	YES 	YES 	et2205 	svs000 	idf0001 	0 	50.0 	4.14 	0 	0
et2205 	svs000 	idf0002 	NA 	37.1 	4.14 	YES 	YES 	et2205 	svs000 	idf0002 	0 	37.1 	4.14 	0 	0
et2206 	svs000 	idf0000 	NA 	253 	3.41 	YES 	YES 	et2206 	svs000 	idf0000 	0 	253.0 	3.41 	0 	0
et2206 	svs000 	idf0001 	NA 	166 	2.93 	YES 	YES 	et2206 	svs000 	idf0001 	0 	166.0 	2.93 	0 	0
et2206 	svs000 	idf0002 	NA 	48.5 	3.9 	YES 	YES 	et2206 	svs000 	idf0002 	0 	48.5 	3.9 	0 	0
et2207 	svs000 	idf0000 	NA 	43.5 	4.7 	YES 	YES 	et2207 	svs000 	idf0000 	0 	43.5 	4.7 	0 	0
et2207 	svs000 	idf0001 	NA 			YES 	YES 	et2207 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
et2208 	svs000 	idf0000 	NA 	43.5 	4.7 	YES 	YES 	et2208 	svs000 	idf0000 	0 	43.5 	4.7 	0 	0
et2208 	svs000 	idf0001 	NA 	69.5 	1.22 	YES 	YES 	et2208 	svs000 	idf0001 	0 	69.5 	1.22 	0 	0
et2209 	svs000 	idf0000 	NA 	43.5 	4.7 	YES 	YES 	et2209 	svs000 	idf0000 	0 	43.5 	4.7 	0 	0
et2209 	svs000 	idf0001 	NA 			YES 	YES 	et2209 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
et2210 	svs000 	idf0000 	NA 	43.5 	4.7 	YES 	YES 	et2210 	svs000 	idf0000 	0 	43.5 	4.7 	0 	0
et2210 	svs000 	idf0001 	NA 	43.5 	4.7 	YES 	YES 	et2210 	svs000 	idf0001 	0 	43.5 	4.7 	0 	0
et2211 	svs000 	idf0000 	NA 	41.2 	3.41 	YES 	YES 	et2211 	svs000 	idf0000 	0 	41.2 	3.41 	0 	0
et2211 	svs000 	idf0001 	NA 	39.4 	3.17 	YES 	YES 	et2211 	svs000 	idf0001 	0 	39.4 	3.17 	0 	0
et2212 	svs000 	idf0000 	NA 	55.4 	3 	YES 	YES 	et2212 	svs000 	idf0000 	0 	55.4 	3.0 	0 	0
et2212 	svs000 	idf0002 	NA 	55.4 	3 	YES 	YES 	et2212 	svs000 	idf0002 	0 	55.4 	3.0 	0 	0
et2230 	svs000 	idf0000 	NA 	22.19 	4.32 	YES 	YES 	et2230 	svs000 	idf0000 	0 	22.19 	4.32 	0 	0
et2230 	svs000 	idf0003 	NA 	22.19 	4.32 	YES 	YES 	et2230 	svs000 	idf0003 	0 	22.19 	4.32 	0 	0
et2232 	svs002 	idf0000 	NA 	26.84 	5.16 	YES 	YES 	et2232 	svs002 	idf0000 	0 	26.84 	5.16 	0 	0
et2232 	svs002 	idf0001 	NA 	24.25 	6.21 	YES 	YES 	et2232 	svs002 	idf0001 	0 	24.25 	6.21 	0 	0
et2234 	svs002 	idf0000 	NA 	28.36 	4.27 	YES 	YES 	et2234 	svs002 	idf0000 	0 	28.36 	4.27 	0 	0
et2234 	svs002 	idf0001 	NA 	23.45 	4.49 	YES 	YES 	et2234 	svs002 	idf0001 	0 	23.45 	4.49 	0 	0
et2235 	svs002 	idf0000 	NA 	19.33 	4.68 	YES 	YES 	et2235 	svs002 	idf0000 	0 	19.33 	4.68 	0 	0
et2235 	svs002 	idf0001 	NA 	85.8 	5.54 	YES 	YES 	et2235 	svs002 	idf0001 	0 	85.8 	5.54 	0 	0
et2236 	svs002 	idf0000 	NA 	35.57 	3.47 	YES 	YES 	et2236 	svs002 	idf0000 	0 	35.57 	3.47 	0 	0
et2236 	svs002 	idf0001 	NA 	29.49 	4.11 	YES 	YES 	et2236 	svs002 	idf0001 	0 	29.49 	4.11 	0 	0
et2237 	svs002 	idf0000 	NA 	40.49 	8.02 	YES 	YES 	et2237 	svs002 	idf0000 	0 	40.49 	8.02 	0 	0
et2237 	svs002 	idf0001 	NA 	28.6 	7.42 	YES 	YES 	et2237 	svs002 	idf0001 	0 	28.6 	7.42 	0 	0
et2238 	svs003 	idf0000 	NA 	32.92 	5.8 	YES 	YES 	et2238 	svs003 	idf0000 	0 	32.92 	5.8 	0 	0
et2238 	svs003 	idf0001 	NA 	50.63 	5.86 	YES 	YES 	et2238 	svs003 	idf0001 	0 	50.63 	5.86 	0 	0
et2238 	svs003 	idf0002 	NA 	17.98 	6.69 	YES 	YES 	et2238 	svs003 	idf0002 	0 	17.98 	6.69 	0 	0
et2239 	svs002 	idf0000 	NA 	15.37 	6.81 	YES 	YES 	et2239 	svs002 	idf0000 	0 	15.37 	6.81 	0 	0
et2239 	svs002 	idf0001 	NA 	44.08 	7.93 	YES 	YES 	et2239 	svs002 	idf0001 	0 	44.08 	7.93 	0 	0
et2240 	svs002 	idf0000 	NA 	19.4 	5.06 	YES 	YES 	et2240 	svs002 	idf0000 	0 	19.4 	5.06 	0 	0
et2240 	svs002 	idf0001 	NA 	87.66 	5 	YES 	YES 	et2240 	svs002 	idf0001 	0 	87.66 	5.0 	0 	0
et2241 	svs000 	idf0000 	NA 	131.94 	5.9 	YES 	YES 	et2241 	svs000 	idf0000 	0 	131.94 	5.9 	0 	0
et2241 	svs000 	idf0001 	NA 	44.45 	5.5 	YES 	YES 	et2241 	svs000 	idf0001 	0 	44.45 	5.5 	0 	0
et2242 	svs000 	idf0000 	NA 	31.88 	2.07 	YES 	YES 	et2242 	svs000 	idf0000 	0 	31.88 	2.07 	0 	0
et2242 	svs000 	idf0001 	NA 	22.15 	1.94 	YES 	YES 	et2242 	svs000 	idf0001 	0 	22.15 	1.94 	0 	0
et2242 	svs001 	idf0000 	NA 	30.46 	2.05 	YES 	YES 	et2242 	svs001 	idf0000 	0 	30.46 	2.05 	0 	0
et2244 	svs000 	idf0000 	NA 	34.39 	4.11 	YES 	YES 	et2244 	svs000 	idf0000 	0 	34.39 	4.11 	0 	0
et2244 	svs000 	idf0001 	NA 	18 	3.9 	YES 	YES 	et2244 	svs000 	idf0001 	0 	18.0 	3.9 	0 	0
et2244 	svs001 	idf0000 	NA 	53.81 	4.75 	YES 	YES 	et2244 	svs001 	idf0000 	0 	53.81 	4.75 	0 	0
et2245 	svs000 	idf0000 	NA 	69.5 	1.22 	YES 	YES 	et2245 	svs000 	idf0000 	0 	69.5 	1.22 	0 	0
et2245 	svs000 	idf0001 	NA 			YES 	YES 	et2245 	svs000 	idf0001 	0 	0.0 	0.0 	0 	0
et2245 	svs000 	idf0003 	NA 	71.51 	7.93 	YES 	YES 	et2245 	svs000 	idf0003 	0 	71.51 	7.93 	0 	0
et2245 	svs000 	idf0004 	NA 	45 	8.39 	YES 	YES 	et2245 	svs000 	idf0004 	0 	45.0 	8.39 	0 	0
et2245 	svs001 	idf0004 	NA 	0 	0 	YES 	YES 	et2245 	svs001 	idf0004 	0 	0.0 	0.0 	0 	0
et2246 	svs000 	idf0000 	NA 	28.02 	6.28 	YES 	YES 	et2246 	svs000 	idf0000 	0 	28.02 	6.28 	0 	0
et2246 	svs000 	idf0001 	NA 	6.13 	5.54 	YES 	YES 	et2246 	svs000 	idf0001 	0 	6.13 	5.54 	0 	0
et2247 	svs000 	idf0004 	NA 	34.01 	1.97 	YES 	YES 	et2247 	svs000 	idf0004 	0 	34.01 	1.97 	0 	0
et2247 	svs001 	idf0001 	NA 	34.11 	2.11 	YES 	YES 	et2247 	svs001 	idf0001 	0 	34.11 	2.11 	0 	0
et2248 	svs000 	idf0000 	NA 	56.23 	5 	YES 	YES 	et2248 	svs000 	idf0000 	0 	56.23 	5.0 	0 	0
et2248 	svs000 	idf0001 	NA 	38.69 	5 	YES 	YES 	et2248 	svs000 	idf0001 	0 	38.69 	5.0 	0 	0
et2249 	svs000 	idf0000 	NA 	38.19 	5.51 	YES 	YES 	et2249 	svs000 	idf0000 	0 	38.19 	5.51 	0 	0
et2249 	svs000 	idf0001 	NA 	32.73 	5.51 	YES 	YES 	et2249 	svs000 	idf0001 	0 	32.73 	5.51 	0 	0
et2250 	svs000 	idf0000 	NA 	26.84 	5 	YES 	YES 	et2250 	svs000 	idf0000 	0 	26.84 	5.0 	0 	0
et2250 	svs000 	idf0002 	NA 	31.99 	5 	YES 	YES 	et2250 	svs000 	idf0002 	0 	31.99 	5.0 	0 	0
et2251 	svs000 	idf0001 	NA 	75.18 	2.92 	YES 	YES 	et2251 	svs000 	idf0001 	0 	75.18 	2.92 	0 	0
et2251 	svs000 	idf0002 	NA 	26.57 	3.3 	YES 	YES 	et2251 	svs000 	idf0002 	0 	26.57 	3.3 	0 	0
et2252 	svs000 	idf0000 	NA 	93.42 	6.1 	YES 	YES 	et2252 	svs000 	idf0000 	0 	93.42 	6.1 	0 	0
et2252 	svs000 	idf0001 	NA 	54.89 	6.1 	YES 	YES 	et2252 	svs000 	idf0001 	0 	54.89 	6.1 	0 	0
et2253 	svs000 	idf0000 	NA 	39.54 	7.58 	YES 	YES 	et2253 	svs000 	idf0000 	0 	39.54 	7.58 	0 	0
et2253 	svs000 	idf0001 	NA 	21.08 	5.51 	YES 	YES 	et2253 	svs000 	idf0001 	0 	21.08 	5.51 	0 	0
et2254 	svs000 	idf0000 	NA 	119.38 	7.58 	YES 	YES 	et2254 	svs000 	idf0000 	0 	119.38 	7.58 	0 	0
et2254 	svs000 	idf0001 	NA 	36.82 	7.58 	YES 	YES 	et2254 	svs000 	idf0001 	0 	36.82 	7.58 	0 	0
et2255 	svs000 	idf0000 	NA 	31.59 	5 	YES 	YES 	et2255 	svs000 	idf0000 	0 	31.59 	5.0 	0 	0
et2255 	svs000 	idf0001 	NA 	39.74 	5 	YES 	YES 	et2255 	svs000 	idf0001 	0 	39.74 	5.0 	0 	0
et2256 	svs000 	idf0000 	NA 	35.78 	1.92 	YES 	YES 	et2256 	svs000 	idf0000 	0 	35.78 	1.92 	0 	0
et2256 	svs000 	idf0001 	NA 	34.42 	1.93 	YES 	YES 	et2256 	svs000 	idf0001 	0 	34.42 	1.93 	0 	0
et2257 	svs000 	idf0000 	NA 	7.43 	2.6 	YES 	YES 	et2257 	svs000 	idf0000 	0 	7.43 	2.6 	0 	0
et2257 	svs000 	idf0001 	NA 	6.2 	2.4 	YES 	YES 	et2257 	svs000 	idf0001 	0 	6.2 	2.4 	0 	0
et2258 	svs000 	idf0000 	NA 	198.36 	4.39 	YES 	YES 	et2258 	svs000 	idf0000 	0 	198.36 	4.39 	0 	0
et2258 	svs000 	idf0001 	NA 	51.51 	4.14 	YES 	YES 	et2258 	svs000 	idf0001 	0 	51.51 	4.14 	0 	0
et2261 	svs000 	idf0000 	NA 	174.35 	4.39 	YES 	YES 	et2261 	svs000 	idf0000 	0 	174.35 	4.39 	0 	0
et2261 	svs000 	idf0001 	NA 	97.4 	3.66 	YES 	YES 	et2261 	svs000 	idf0001 	0 	97.4 	3.66 	0 	0
et2262 	svs000 	idf0002 	NA 	52.98 	3.4 	YES 	YES 	et2262 	svs000 	idf0002 	0 	52.98 	3.4 	0 	0
et2262 	svs000 	idf0003 	NA 	37.46 	2.94 	YES 	YES 	et2262 	svs000 	idf0003 	0 	37.46 	2.94 	0 	0
et2263 	svs000 	idf0000 	NA 	85.7 	5 	YES 	YES 	et2263 	svs000 	idf0000 	0 	85.7 	5.0 	0 	0
et2263 	svs000 	idf0001 	NA 	109.03 	3.9 	YES 	YES 	et2263 	svs000 	idf0001 	0 	109.03 	3.9 	0 	0
et2265 	svs000 	idf0000 	NA 	64.42 	8.53 	YES 	YES 	et2265 	svs000 	idf0000 	0 	64.42 	8.53 	0 	0
et2265 	svs000 	idf0001 	NA 	13.64 	8.53 	YES 	YES 	et2265 	svs000 	idf0001 	0 	13.64 	8.53 	0 	0
et2266 	svs000 	idf0000 	NA 	29.78 	3.83 	YES 	YES 	et2266 	svs000 	idf0000 	0 	29.78 	3.83 	0 	0
et2266 	svs000 	idf0001 	NA 	16.27 	3.66 	YES 	YES 	et2266 	svs000 	idf0001 	0 	16.27 	3.66 	0 	0
et2267 	svs000 	idf0000 	NA 	17.58 	4 	YES 	YES 	et2267 	svs000 	idf0000 	0 	17.58 	4.0 	0 	0
et2267 	svs000 	idf0001 	NA 	9.93 	3.3 	YES 	YES 	et2267 	svs000 	idf0001 	0 	9.93 	3.3 	0 	0
et2267 	svs001 	idf0000 	NA 			YES 	YES 	et2267 	svs001 	idf0000 	0 	0.0 	0.0 	0 	0
et2267 	svs001 	idf0001 	NA 	27.15 	3.6 	YES 	YES 	et2267 	svs001 	idf0001 	0 	27.15 	3.6 	0 	0
et2268 	svs000 	idf0000 	NA 	64.09 	3.9 	YES 	YES 	et2268 	svs000 	idf0000 	0 	64.09 	3.9 	0 	0
et2268 	svs000 	idf0001 	NA 	22.51 	3.9 	YES 	YES 	et2268 	svs000 	idf0001 	0 	22.51 	3.9 	0 	0
et2269 	svs000 	idf0000 	NA 	27.2 	3.9 	YES 	YES 	et2269 	svs000 	idf0000 	0 	27.2 	3.9 	0 	0
et2269 	svs000 	idf0001 	NA 	19.79 	3.9 	YES 	YES 	et2269 	svs000 	idf0001 	0 	19.79 	3.9 	0 	0
et2270 	svs000 	idf0000 	NA 	48.08 	5 	YES 	YES 	et2270 	svs000 	idf0000 	0 	48.08 	5.0 	0 	0
et2270 	svs000 	idf0001 	NA 	33.11 	5 	YES 	YES 	et2270 	svs000 	idf0001 	0 	33.11 	5.0 	0 	0
et2271 	svs000 	idf0000 	NA 	111 	7.04 	YES 	YES 	et2271 	svs000 	idf0000 	0 	111.0 	7.04 	0 	0
et2271 	svs000 	idf0001 	NA 	94.65 	6.68 	YES 	YES 	et2271 	svs000 	idf0001 	0 	94.65 	6.68 	0 	0
et2272 	svs000 	idf0000 	NA 	68.33 	4.13 	YES 	YES 	et2272 	svs000 	idf0000 	0 	68.33 	4.13 	0 	0
et2272 	svs000 	idf0001 	NA 	60.61 	3.15 	YES 	YES 	et2272 	svs000 	idf0001 	0 	60.61 	3.15 	0 	0
et2273 	svs000 	idf0000 	NA 	65.91 	3.17 	YES 	YES 	et2273 	svs000 	idf0000 	0 	65.91 	3.17 	0 	0
et2273 	svs000 	idf0001 	NA 	74.16 	2.68 	YES 	YES 	et2273 	svs000 	idf0001 	0 	74.16 	2.68 	0 	0
et2274 	svs000 	idf0000 	NA 	48.87 	3.66 	YES 	YES 	et2274 	svs000 	idf0000 	0 	48.87 	3.66 	0 	0
et2274 	svs000 	idf0001 	NA 	30.48 	2.68 	YES 	YES 	et2274 	svs000 	idf0001 	0 	30.48 	2.68 	0 	0
et2275 	svs000 	idf0000 	NA 	34.14 	6 	YES 	YES 	et2275 	svs000 	idf0000 	0 	34.14 	6.0 	0 	0
et2275 	svs000 	idf0001 	NA 	20.9 	5.53 	YES 	YES 	et2275 	svs000 	idf0001 	0 	20.9 	5.53 	0 	0
et2276 	svs000 	idf0000 	NA 	39.88 	7.58 	YES 	YES 	et2276 	svs000 	idf0000 	0 	39.88 	7.58 	0 	0
et2276 	svs000 	idf0001 	NA 	27.71 	7.58 	YES 	YES 	et2276 	svs000 	idf0001 	0 	27.71 	7.58 	0 	0
et2277 	svs000 	idf0000 	NA 	72.86 	7.58 	YES 	YES 	et2277 	svs000 	idf0000 	0 	72.86 	7.58 	0 	0
et2277 	svs000 	idf0001 	NA 	47.38 	7.58 	YES 	YES 	et2277 	svs000 	idf0001 	0 	47.38 	7.58 	0 	0
et2278 	svs000 	idf0000 	NA 	67.36 	5.26 	YES 	YES 	et2278 	svs000 	idf0000 	0 	67.36 	5.26 	0 	0
et2278 	svs000 	idf0001 	NA 	22.27 	4.74 	YES 	YES 	et2278 	svs000 	idf0001 	0 	22.27 	4.74 	0 	0
et2279 	svs000 	idf0000 	NA 	46.53 	5 	YES 	YES 	et2279 	svs000 	idf0000 	0 	46.53 	5.0 	0 	0
et2279 	svs001 	idf0000 	NA 	43.2 	5 	YES 	YES 	et2279 	svs001 	idf0000 	0 	43.2 	5.0 	0 	0
et2280 	svs000 	idf0000 	NA 	112.28 	7.58 	YES 	YES 	et2280 	svs000 	idf0000 	0 	112.28 	7.58 	0 	0
et2280 	svs000 	idf0001 	NA 	27.82 	7.58 	YES 	YES 	et2280 	svs000 	idf0001 	0 	27.82 	7.58 	0 	0
et2283 	svs000 	idf0000 	NA 			YES 	YES 	et2283 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
et2283 	svs000 	idf0001 	NA 	22.21 	2.5 	YES 	YES 	et2283 	svs000 	idf0001 	0 	22.21 	2.5 	0 	0
et2283 	svs000 	idf0003 	NA 	43.6 	2.86 	YES 	YES 	et2283 	svs000 	idf0003 	0 	43.6 	2.86 	0 	0
et2284 	svs000 	idf0000 	NA 	31.77 	5 	YES 	YES 	et2284 	svs000 	idf0000 	0 	31.77 	5.0 	0 	0
et2284 	svs000 	idf0001 	NA 	14.29 	5 	YES 	YES 	et2284 	svs000 	idf0001 	0 	14.29 	5.0 	0 	0
et2285 	svs000 	idf0000 	NA 	21.8 	7.61 	YES 	YES 	et2285 	svs000 	idf0000 	0 	21.8 	7.61 	0 	0
et2285 	svs000 	idf0001 	NA 	11.21 	6.92 	YES 	YES 	et2285 	svs000 	idf0001 	0 	11.21 	6.92 	0 	0
et2286 	svs002 	idf0000 	NA 	27.14 	6.27 	YES 	YES 	et2286 	svs002 	idf0000 	0 	27.14 	6.27 	0 	0
et2286 	svs002 	idf0001 	NA 	46.87 	6.78 	YES 	YES 	et2286 	svs002 	idf0001 	0 	46.87 	6.78 	0 	0
et2287 	svs011 	idf0000 	NA 	37.07 	4.87 	YES 	YES 	et2287 	svs011 	idf0000 	0 	37.07 	4.87 	0 	0
et2287 	svs011 	idf0001 	NA 	105.53 	5.92 	YES 	YES 	et2287 	svs011 	idf0001 	0 	105.53 	5.92 	0 	0
et2288 	svs002 	idf0000 	NA 	22.09 	4.97 	YES 	YES 	et2288 	svs002 	idf0000 	0 	22.09 	4.97 	0 	0
et2288 	svs003 	idf0000 	NA 	32.81 	4.65 	YES 	YES 	et2288 	svs003 	idf0000 	0 	32.81 	4.65 	0 	0
et2289 	svs002 	idf0000 	NA 	36.48 	5.38 	YES 	YES 	et2289 	svs002 	idf0000 	0 	36.48 	5.38 	0 	0
et2289 	svs003 	idf0000 	NA 	32.41 	5.44 	YES 	YES 	et2289 	svs003 	idf0000 	0 	32.41 	5.44 	0 	0
et2290 	svs002 	idf0001 	NA 	23.66 	6.81 	YES 	YES 	et2290 	svs002 	idf0001 	0 	23.66 	6.81 	0 	0
et2290 	svs002 	idf0002 	NA 	32.57 	6.5 	YES 	YES 	et2290 	svs002 	idf0002 	0 	32.57 	6.5 	0 	0
et2291 	svs005 	idf0000 	NA 	9.86 	8.66 	YES 	YES 	et2291 	svs005 	idf0000 	0 	9.86 	8.66 	0 	0
et2291 	svs005 	idf0001 	NA 	19.94 	9.49 	YES 	YES 	et2291 	svs005 	idf0001 	0 	19.94 	9.49 	0 	0
et2292 	svs003 	idf0000 	NA 	43.73 	4.23 	YES 	YES 	et2292 	svs003 	idf0000 	0 	43.73 	4.23 	0 	0
et2292 	svs004 	idf0000 	NA 	22.5 	4.49 	YES 	YES 	et2292 	svs004 	idf0000 	0 	22.5 	4.49 	0 	0
et2292 	svs004 	idf0001 	NA 	28.77 	4.08 	YES 	YES 	et2292 	svs004 	idf0001 	0 	28.77 	4.08 	0 	0
et2293 	svs002 	idf0000 	NA 	22.09 	6.27 	YES 	YES 	et2293 	svs002 	idf0000 	0 	22.09 	6.27 	0 	0
et2293 	svs002 	idf0001 	NA 	84.24 	6.5 	YES 	YES 	et2293 	svs002 	idf0001 	0 	84.24 	6.5 	0 	0
et2294 	svs003 	idf0000 	NA 	24.68 	6.4 	YES 	YES 	et2294 	svs003 	idf0000 	0 	24.68 	6.4 	0 	0
et2294 	svs003 	idf0001 	NA 	41.49 	6.43 	YES 	YES 	et2294 	svs003 	idf0001 	0 	41.49 	6.43 	0 	0
et2294 	svs003 	idf0002 	NA 	28.55 	5.76 	YES 	YES 	et2294 	svs003 	idf0002 	0 	28.55 	5.76 	0 	0
et2295 	svs002 	idf0000 	NA 	34.89 	5 	YES 	YES 	et2295 	svs002 	idf0000 	0 	34.89 	5.0 	0 	0
et2295 	svs002 	idf0001 	NA 	42.63 	5.86 	YES 	YES 	et2295 	svs002 	idf0001 	0 	42.63 	5.86 	0 	0
et2296 	svs002 	idf0000 	NA 	15.25 	4.01 	YES 	YES 	et2296 	svs002 	idf0000 	0 	15.25 	4.01 	0 	0
et2296 	svs002 	idf0001 	NA 	42.13 	3.73 	YES 	YES 	et2296 	svs002 	idf0001 	0 	42.13 	3.73 	0 	0
et2297 	svs004 	idf0000 	NA 	24.62 	2.04 	YES 	YES 	et2297 	svs004 	idf0000 	0 	24.62 	2.04 	0 	0
et2297 	svs004 	idf0001 	NA 	77.9 	1.94 	YES 	YES 	et2297 	svs004 	idf0001 	0 	77.9 	1.94 	0 	0
et2298 	svs000 	idf0000 	NA 	86.89 	1.94 	YES 	YES 	et2298 	svs000 	idf0000 	0 	86.89 	1.94 	0 	0
et2298 	svs000 	idf0001 	NA 	30.66 	1.94 	YES 	YES 	et2298 	svs000 	idf0001 	0 	30.66 	1.94 	0 	0
et2299 	svs000 	idf0000 	NA 	19.3 	1.94 	YES 	YES 	et2299 	svs000 	idf0000 	0 	19.3 	1.94 	0 	0
et2299 	svs000 	idf0001 	NA 	24.47 	1.94 	YES 	YES 	et2299 	svs000 	idf0001 	0 	24.47 	1.94 	0 	0
et2301 	svs000 	idf0000 	NA 	34.12 	7.58 	YES 	YES 	et2301 	svs000 	idf0000 	0 	34.12 	7.58 	0 	0
et2301 	svs000 	idf0001 	NA 	31.87 	7.58 	YES 	YES 	et2301 	svs000 	idf0001 	0 	31.87 	7.58 	0 	0
et2302 	svs000 	idf0000 	NA 	19.41 	1.94 	YES 	YES 	et2302 	svs000 	idf0000 	0 	19.41 	1.94 	0 	0
et2303 	svs000 	idf0000 	NA 	48.25 	1.94 	YES 	YES 	et2303 	svs000 	idf0000 	0 	48.25 	1.94 	0 	0
et2303 	svs000 	idf0001 	NA 	30.67 	1.94 	YES 	YES 	et2303 	svs000 	idf0001 	0 	30.67 	1.94 	0 	0
et2304 	svs000 	idf0000 	NA 	27.21 	2.77 	YES 	YES 	et2304 	svs000 	idf0000 	0 	27.21 	2.77 	0 	0
et2304 	svs000 	idf0001 	NA 	13.84 	2.46 	YES 	YES 	et2304 	svs000 	idf0001 	0 	13.84 	2.46 	0 	0
et2305 	svs000 	idf0001 	NA 	18.19 	1.94 	YES 	YES 	et2305 	svs000 	idf0001 	0 	18.19 	1.94 	0 	0
et2305 	svs000 	idf0002 	NA 	25.9 	1.94 	YES 	YES 	et2305 	svs000 	idf0002 	0 	25.9 	1.94 	0 	0
et2306 	svs000 	idf0000 	NA 			YES 	YES 	et2306 	svs000 	idf0000 	0 	0.0 	0.0 	0 	0
et2306 	svs000 	idf0002 	NA 	14.27 	1.79 	YES 	YES 	et2306 	svs000 	idf0002 	0 	14.27 	1.79 	0 	0
et2306 	svs000 	idf0003 	NA 	10.58 	1.5 	YES 	YES 	et2306 	svs000 	idf0003 	0 	10.58 	1.5 	0 	0
et2307 	svs000 	idf0000 	NA 	30.1 	5.31 	YES 	YES 	et2307 	svs000 	idf0000 	0 	30.1 	5.31 	0 	0
et2307 	svs000 	idf0001 	NA 	15 	4.9 	YES 	YES 	et2307 	svs000 	idf0001 	0 	15.0 	4.9 	0 	0
